,title,genre,budget,runtime,year,month,revenue
1416,Jersey Girl,Comedy,35000000.0,102.0,2004,3,36098382
1524,George and the Dragon,Adventure,32000000.0,93.0,2004,3,0
1619,The Prince & Me,Comedy,,111.0,2004,3,0
1707,Dawn of the Dead,Fantasy,28000000.0,101.0,2004,3,102356381
1821,Scooby-Doo 2: Monsters Unleashed,,,93.0,2004,3,181466833
255,Home on the Range,Animation,110000000.0,76.0,2004,4,103951461
338,The Alamo,,145000000.0,137.0,2004,4,25819961
561,Two Brothers,Adventure,74500000.0,109.0,2004,4,62172050
724,Man on Fire,Action,70000000.0,146.0,2004,4,130293714
728,Hellboy,Fantasy,66000000.0,122.0,2004,4,99318987
808,Walking Tall,Adventure,56000000.0,86.0,2004,4,57223890
830,Kill Bill: Vol. 2,Action,30000000.0,136.0,2004,4,152159461
1423,Ella Enchanted,,31000000.0,96.0,2004,4,27388767
1486,The Punisher,Action,33000000.0,124.0,2004,4,54700105
1515,Laws of Attraction,Action,28000000.0,90.0,2004,4,30016165
1578,13 Going on 30,Comedy,37000000.0,98.0,2004,4,96455697
1641,The Whole Ten Yards,Comedy,40000000.0,98.0,2004,4,26155781
1654,Godsend,Drama,25000000.0,102.0,2004,4,30114487
1906,The Girl Next Door,Comedy,25000000.0,108.0,2004,4,30411183
145,Troy,Adventure,175000000.0,163.0,2004,5,497409852
191,Harry Potter and the Prisoner of Azkaban,Adventure,130000000.0,141.0,2004,5,789804554
212,The Day After Tomorrow,Action,125000000.0,124.0,2004,5,544272402
565,Shrek 2,Adventure,150000000.0,93.0,2004,5,919838758
962,Raising Helen,Drama,50000000.0,119.0,2004,5,49718611
1261,New York Minute,Comedy,,91.0,2004,5,0
1773,Mindhunters,,27000000.0,106.0,2004,5,21148829
30,Spider-Man 2,Action,200000000.0,127.0,2004,6,783766341
223,The Chronicles of Riddick,Action,105000000.0,119.0,2004,6,115772733
263,Around the World in 80 Days,Action,110000000.0,120.0,2004,6,72178895
319,The Stepford Wives,Action,90000000.0,93.0,2004,6,102000000
521,The Terminal,Comedy,60000000.0,128.0,2004,6,219417255
926,Garfield,Animation,50000000.0,80.0,2004,6,200804534
1548,DodgeBall: A True Underdog Story,Comedy,20000000.0,92.0,2004,6,167722310
1559,The Notebook,Romance,29000000.0,123.0,2004,6,115603229
1631,Mr. 3000,Comedy,30000000.0,104.0,2004,6,21800302
266,"I, Robot",Action,120000000.0,115.0,2004,7,347234916
303,Catwoman,Action,100000000.0,104.0,2004,7,82102379
386,The Bourne Supremacy,Action,75000000.0,108.0,2004,7,288500217
462,The Manchurian Candidate,Drama,80000000.0,129.0,2004,7,96105964
562,The Village,Drama,60000000.0,108.0,2004,7,256697520
859,Thunderbirds,Action,57000000.0,95.0,2004,7,28283637
1846,Anchorman: The Legend of Ron Burgundy,Comedy,26000000.0,94.0,2004,7,90574188
517,Exorcist: The Beginning,Horror,80000000.0,114.0,2004,8,78000586
577,AVP: Alien vs. Predator,Adventure,70000000.0,101.0,2004,8,171183863
714,Collateral,Drama,65000000.0,120.0,2004,8,217764291
1045,The Princess Diaries 2: Royal Engagement,Comedy,40000000.0,113.0,2004,8,95149435
1577,Without a Paddle,Action,19000000.0,95.0,2004,8,69631118
1629,Little Black Book,Comedy,35000000.0,111.0,2004,8,22034832
1767,Suspect Zero,Crime,27000000.0,99.0,2004,8,13000000
1872,Anacondas: The Hunt for the Blood Orchid,Adventure,20000000.0,97.0,2004,8,70992898
525,Shark Tale,Animation,75000000.0,90.0,2004,9,367275019
607,Sky Captain and the World of Tomorrow,,70000000.0,107.0,2004,9,57958696
956,Resident Evil: Apocalypse,Horror,45000000.0,94.0,2004,9,129394835
1076,Cellular,Action,25000000.0,94.0,2004,9,56422687
1288,The Last Shot,Action,,90.0,2004,9,0
1435,Wimbledon,Comedy,31000000.0,98.0,2004,9,41512007
1647,Wicker Park,Drama,30000000.0,114.0,2004,9,13001257
1665,The Merchant of Venice,Drama,,138.0,2004,9,0
716,Ladder 49,Drama,60000000.0,115.0,2004,10,74541707
861,A Very Long Engagement,Drama,47000000.0,133.0,2004,10,0
1176,Ray,Drama,40000000.0,152.0,2004,10,124731534
1190,Shall We Dance?,Drama,50000000.0,107.0,2004,10,170128460
1262,Alfie,Comedy,60000000.0,103.0,2004,10,13395939
1842,Finding Neverland,Drama,25000000.0,106.0,2004,10,116766556
90,The Polar Express,Adventure,165000000.0,100.0,2004,11,305875730
112,Alexander,,155000000.0,175.0,2004,11,167298192
291,National Treasure,Adventure,100000000.0,131.0,2004,11,347451894
339,The Incredibles,Action,92000000.0,115.0,2004,11,631442092
804,After the Sunset,Action,60000000.0,97.0,2004,11,61347797
927,Christmas with the Kranks,Comedy,60000000.0,99.0,2004,11,0
957,Bridget Jones: The Edge of Reason,Comedy,50000000.0,108.0,2004,11,40203020
1555,The SpongeBob SquarePants Movie,Animation,30000000.0,87.0,2004,11,140161792
1693,Seed of Chucky,Drama,12000000.0,87.0,2004,11,24829644
1987,Howl's Moving Castle,Fantasy,24000000.0,119.0,2004,11,234710455
247,Ocean's Twelve,Thriller,110000000.0,125.0,2004,12,362744280
250,The Aviator,Drama,116000000.0,170.0,2004,12,102000000
532,Spanglish,Comedy,80000000.0,130.0,2004,12,55041367
544,Flight of the Phoenix,Action,45000000.0,113.0,2004,12,21009180
654,Blade: Trinity,Science Fiction,65000000.0,123.0,2004,12,128905366
688,Meet the Fockers,Comedy,80000000.0,115.0,2004,12,516642939
852,The Phantom of the Opera,Thriller,70000000.0,143.0,2004,12,154648887
978,The Life Aquatic with Steve Zissou,Adventure,50000000.0,119.0,2004,12,34808403
1069,Fat Albert,Comedy,,93.0,2004,12,0
1408,Closer,Drama,27000000.0,104.0,2004,12,115505027
1557,Million Dollar Baby,Drama,30000000.0,132.0,2004,12,216763646
1793,In Good Company,Comedy,,109.0,2004,12,0
1797,Agent Cody Banks 2: Destination London,Comedy,26000000.0,100.0,2004,12,28818995
1982,Beyond the Sea,Drama,23000000.0,118.0,2004,12,0
668,Elektra,Action,43000000.0,97.0,2005,1,56681566
1057,Coach Carter,Drama,30000000.0,136.0,2005,1,76669806
1068,The Hitchhiker's Guide to the Galaxy,Adventure,50000000.0,109.0,2005,1,104478416
1589,Racing Stripes,Comedy,30000000.0,102.0,2005,1,93772522
1634,Assault on Precinct 13,Thriller,30000000.0,109.0,2005,1,35294470
1845,Hide and Seek,Horror,25000000.0,101.0,2005,1,122644820
309,Son of the Mask,Fantasy,84000000.0,94.0,2005,2,0
815,Hitch,Comedy,70000000.0,118.0,2005,2,368100420
981,Man of the House,Comedy,40000000.0,100.0,2005,2,0
1114,Unleashed,Action,45000000.0,103.0,2005,2,50871113
1430,Cursed,Horror,35000000.0,97.0,2005,2,19294901
1640,North Country,Drama,35000000.0,126.0,2005,2,25224242
441,Robots,Animation,75000000.0,91.0,2005,3,260696994
527,Be Cool,Comedy,53000000.0,118.0,2005,3,95226116
538,Hostage,,52000000.0,113.0,2005,3,77944725
745,Miss Congeniality 2: Armed and Fabulous,Action,,115.0,2005,3,0
807,The Pacifier,Action,56000000.0,95.0,2005,3,113006880
924,The Ring Two,Drama,50000000.0,110.0,2005,3,161451538
1372,Guess Who,Comedy,35000000.0,105.0,2005,3,68915888
1426,Valiant,Animation,35000000.0,76.0,2005,3,19478106
1694,The Jacket,Drama,29000000.0,103.0,2005,3,21126225
1886,Ice Princess,Drama,25000000.0,98.0,2005,3,27645491
167,Sahara,Action,130000000.0,124.0,2005,4,119269486
367,The Interpreter,Crime,80000000.0,128.0,2005,4,162944923
767,xXx: State of the Union,Action,60000000.0,101.0,2005,4,71073932
1177,Sin City,Action,40000000.0,124.0,2005,4,158733820
1227,Fever Pitch,Comedy,30000000.0,103.0,2005,4,50451307
1407,House of Wax,Horror,40000000.0,113.0,2005,4,68766121
1887,A Lot Like Love,Comedy,30000000.0,107.0,2005,4,42886719
1937,King's Ransom,Comedy,,95.0,2005,4,0
229,Star Wars: Episode III - Revenge of the Sith,Science Fiction,113000000.0,140.0,2005,5,850000000
267,Kingdom of Heaven,Drama,130000000.0,144.0,2005,5,211643158
434,The Longest Yard,Comedy,82000000.0,113.0,2005,5,190320568
490,A Sound of Thunder,Thriller,80000000.0,110.0,2005,5,5989640
509,Madagascar,,75000000.0,86.0,2005,5,532680671
1050,Monster-in-Law,Romance,43000000.0,101.0,2005,5,154749918
1067,Kicking & Screaming,Romance,45000000.0,95.0,2005,5,56070433
119,Batman Begins,Action,150000000.0,140.0,2005,6,374218673
185,War of the Worlds,Adventure,132000000.0,116.0,2005,6,591739379
248,Mr. & Mrs. Smith,Action,110000000.0,120.0,2005,6,478207520
380,Cinderella Man,Romance,88000000.0,144.0,2005,6,108539911
779,Dark Water,Drama,30000000.0,105.0,2005,6,25473093
935,Herbie Fully Loaded,Comedy,50000000.0,101.0,2005,6,66002004
960,The Adventures of Sharkboy and Lavagirl,Adventure,50000000.0,92.0,2005,6,69425966
1487,Goal!: The Dream Begins,Drama,30000000.0,118.0,2005,6,27610873
1859,The Sisterhood of the Traveling Pants,Drama,25000000.0,119.0,2005,6,39053061
1862,Beauty Shop,Comedy,25000000.0,105.0,2005,6,36351350
1916,Lords of Dogtown,Drama,25000000.0,107.0,2005,6,13411957
117,Charlie and the Chocolate Factory,Adventure,150000000.0,115.0,2005,7,474968763
162,Stealth,Action,135000000.0,121.0,2005,7,76932943
271,The Island,Action,126000000.0,136.0,2005,7,162949164
1205,The Skeleton Key,Drama,43000000.0,104.0,2005,7,91974818
1285,Nomad: The Warrior,Action,25000000.0,112.0,2005,7,0
1375,Sky High,Adventure,35000000.0,100.0,2005,7,86369815
1393,Must Love Dogs,Comedy,30000000.0,98.0,2005,7,58405313
472,The Brothers Grimm,Adventure,88000000.0,118.0,2005,8,105316267
787,The Great Raid,Action,80000000.0,132.0,2005,8,10166502
888,The Dukes of Hazzard,Action,50000000.0,104.0,2005,8,110803676
1294,Serenity,Science Fiction,39000000.0,119.0,2005,8,38869464
1513,Transporter 2,Action,32000000.0,87.0,2005,8,85167639
1573,Four Brothers,Action,45000000.0,109.0,2005,8,92374674
1645,The Cave,Action,30000000.0,97.0,2005,8,15007991
1667,Supercross,Action,,80.0,2005,8,3102550
1779,The 40 Year Old Virgin,Comedy,26000000.0,116.0,2005,8,109449237
1788,Red Eye,Horror,26000000.0,85.0,2005,8,57891803
1809,The Constant Gardener,Drama,25000000.0,129.0,2005,8,82466670
667,Oliver Twist,Crime,50000000.0,130.0,2005,9,42093706
792,Just Like Heaven,Comedy,58000000.0,95.0,2005,9,102854431
825,Flightplan,Thriller,55000000.0,98.0,2005,9,223387299
984,Into the Blue,Action,50000000.0,110.0,2005,9,44434439
992,Domino,Action,50000000.0,127.0,2005,9,22944502
1135,Lord of War,Crime,42000000.0,122.0,2005,9,24127895
1511,Dreamer: Inspired By a True Story,Drama,,106.0,2005,9,0
1512,A History of Violence,Drama,32000000.0,96.0,2005,9,60740827
1587,The Curse of the Were-Rabbit,Adventure,30000000.0,85.0,2005,9,192452832
1594,Corpse Bride,Romance,40000000.0,77.0,2005,9,117195061
1657,An Unfinished Life,Drama,30000000.0,108.0,2005,9,18618284
1684,Walk the Line,Drama,28000000.0,136.0,2005,9,186438883
1724,Pride & Prejudice,Drama,28000000.0,135.0,2005,9,121147947
1901,The Greatest Game Ever Played,Drama,25000000.0,120.0,2005,9,15431177
1933,Underclassman,Action,,95.0,2005,9,0
469,The Legend of Zorro,Action,75000000.0,129.0,2005,10,142400065
595,Doom,Adventure,60000000.0,105.0,2005,10,55987321
868,Elizabethtown,Comedy,57000000.0,123.0,2005,10,52034889
1849,Nanny McPhee,Fantasy,25000000.0,97.0,2005,10,122489822
1935,The World's Fastest Indian,Drama,25000000.0,127.0,2005,10,0
1939,BloodRayne,Action,25000000.0,95.0,2005,10,2405420
1941,Where the Truth Lies,Drama,25000000.0,107.0,2005,10,0
114,Harry Potter and the Goblet of Fire,Adventure,150000000.0,157.0,2005,11,895921036
557,Jarhead,Drama,72000000.0,125.0,2005,11,96889998
661,Zathura: A Space Adventure,,65000000.0,101.0,2005,11,64321501
692,Chicken Little,Animation,150000000.0,81.0,2005,11,314432665
854,Æon Flux,Action,62000000.0,93.0,2005,11,52304001
940,Syriana,Drama,50000000.0,128.0,2005,11,94000000
1233,Get Rich or Die Tryin',Drama,40000000.0,117.0,2005,11,46442528
1235,Rent,Drama,40000000.0,135.0,2005,11,31670620
24,King Kong,Adventure,207000000.0,187.0,2005,12,550000000
63,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,180000000.0,143.0,2005,12,748806957
155,Fun with Dick and Jane,Comedy,100000000.0,90.0,2005,12,202026112
404,Memoirs of a Geisha,Drama,85000000.0,145.0,2005,12,162242962
528,Munich,Drama,70000000.0,164.0,2005,12,130358911
707,Cheaper by the Dozen 2,Comedy,60000000.0,94.0,2005,12,129181830
1088,The Producers,Comedy,45000000.0,134.0,2005,12,38058335
1649,The New World,Drama,30000000.0,135.0,2005,12,30536013
1669,The Promise,Fantasy,,98.0,2005,12,0
453,The Pink Panther,Action,,93.0,2006,1,0
1072,Last Holiday,Adventure,45000000.0,112.0,2006,1,38399961
1110,Underworld: Evolution,Fantasy,50000000.0,106.0,2006,1,111340801
1182,Big Momma's House 2,Comedy,40000000.0,99.0,2006,1,138259062
1463,Bandidas,Action,35000000.0,93.0,2006,1,10496317
1595,Glory Road,Drama,,118.0,2006,1,42647449
934,Curious George,Adventure,50000000.0,86.0,2006,2,69834815
943,Firewall,Thriller,45000000.0,105.0,2006,2,82800000
1172,Eight Below,Adventure,40000000.0,120.0,2006,2,120455994
1758,Lucky Number Slevin,Drama,27000000.0,110.0,2006,2,56308881
1839,Final Destination 3,Horror,25000000.0,93.0,2006,2,117719158
514,Ice Age: The Meltdown,Animation,80000000.0,91.0,2006,3,660940780
608,Basic Instinct 2,Crime,70000000.0,114.0,2006,3,38629478
725,The Shaggy Dog,Comedy,50000000.0,98.0,2006,3,61112916
918,Inside Man,Crime,45000000.0,129.0,2006,3,184376254
923,Failure to Launch,Comedy,50000000.0,97.0,2006,3,88715192
932,V for Vendetta,Action,54000000.0,132.0,2006,3,132511035
1082,16 Blocks,Action,55000000.0,105.0,2006,3,65664721
1614,Take the Lead,,30000000.0,108.0,2006,3,34742066
1633,Ultraviolet,Science Fiction,30000000.0,87.0,2006,3,31070211
1870,She's the Man,Comedy,20000000.0,105.0,2006,3,33889159
429,Over the Hedge,Comedy,80000000.0,83.0,2006,4,343397247
753,The Sentinel,Action,60000000.0,108.0,2006,4,77920346
947,Silent Hill,Horror,50000000.0,125.0,2006,4,97607453
1163,Scary Movie 4,Comedy,45000000.0,83.0,2006,4,178262620
1392,The Benchwarmers,Comedy,,80.0,2006,4,0
33,X-Men: The Last Stand,Adventure,210000000.0,104.0,2006,5,459359555
104,Poseidon,Adventure,160000000.0,99.0,2006,5,181674817
139,Mission: Impossible III,Adventure,150000000.0,126.0,2006,5,397850012
201,The Da Vinci Code,Thriller,125000000.0,149.0,2006,5,767820459
1252,Marie Antoinette,Drama,40000000.0,123.0,2006,5,60474340
1731,Just My Luck,Comedy,28000000.0,103.0,2006,5,38159905
10,Superman Returns,Adventure,270000000.0,154.0,2006,6,391081192
12,Pirates of the Caribbean: Dead Man's Chest,Adventure,200000000.0,151.0,2006,6,1065659812
405,The Fast and the Furious: Tokyo Drift,Action,85000000.0,104.0,2006,6,158468292
416,Click,Comedy,82500000.0,107.0,2006,6,237681299
566,Cars,Animation,120000000.0,117.0,2006,6,461983149
766,Garfield: A Tail of Two Kitties,Animation,,78.0,2006,6,141702264
885,The Break-Up,Romance,52000000.0,106.0,2006,6,204999686
1204,The Lake House,Romance,40000000.0,99.0,2006,6,114830111
1366,The Devil Wears Prada,Comedy,35000000.0,109.0,2006,6,326551094
1498,Nacho Libre,Comedy,32000000.0,92.0,2006,6,80197993
1626,My Super Ex-Girlfriend,Fantasy,,95.0,2006,6,60896147
533,Monster House,Animation,75000000.0,91.0,2006,7,140175006
576,Lady in the Water,Drama,75000000.0,110.0,2006,7,42285169
869,"You, Me and Dupree",Comedy,54000000.0,108.0,2006,7,130431368
1078,The Ant Bully,Fantasy,50000000.0,88.0,2006,7,55181129
1279,Stormbreaker,Adventure,40000000.0,93.0,2006,7,23937870
554,Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000.0,116.0,2006,8,162966177
647,World Trade Center,Drama,63000000.0,128.0,2006,8,162945894
679,Little Man,Comedy,64000000.0,98.0,2006,8,101595121
896,Barnyard,Animation,51000000.0,90.0,2006,8,72779000
1011,The Tooth Fairy,Horror,,0.0,2006,8,0
1451,Zoom,,35000000.0,83.0,2006,8,12506188
1484,Snakes on a Plane,Action,33000000.0,105.0,2006,8,62022014
399,Open Season,Adventure,85000000.0,83.0,2006,9,197309027
510,Children of Men,Drama,76000000.0,109.0,2006,9,69959751
672,Perfume: The Story of a Murderer,Crime,50000000.0,147.0,2006,9,132180323
772,The Black Dahlia,Drama,50000000.0,121.0,2006,9,49111202
773,Flyboys,Action,60000000.0,140.0,2006,9,17800000
872,All the King's Men,Drama,55000000.0,125.0,2006,9,9450897
1029,Happily N'Ever After,Animation,47000000.0,75.0,2006,9,38085778
1454,A Good Year,Comedy,35000000.0,118.0,2006,9,42064105
1468,The Fountain,Drama,35000000.0,96.0,2006,9,15304890
1603,Stranger Than Fiction,Comedy,30000000.0,113.0,2006,9,53653224
1615,Gridiron Gang,Action,30000000.0,125.0,2006,9,41480851
1670,DOA: Dead or Alive,Adventure,21000000.0,87.0,2006,9,480314
1741,Alatriste,Action,24000000.0,145.0,2006,9,23321954
1776,The Magic Flute,Comedy,,133.0,2006,9,0
142,Flushed Away,Adventure,149000000.0,85.0,2006,10,64459316
243,Night at the Museum,Action,110000000.0,108.0,2006,10,574480841
351,The Departed,Drama,90000000.0,151.0,2006,10,289847354
878,Flags of Our Fathers,,90000000.0,132.0,2006,10,65900249
1196,The Prestige,Drama,40000000.0,130.0,2006,10,109676311
1929,The Hoax,Comedy,25000000.0,116.0,2006,10,11772461
277,Casino Royale,Adventure,150000000.0,144.0,2006,11,599045960
385,Happy Feet,Animation,100000000.0,108.0,2006,11,384335608
897,Deck the Halls,Comedy,,93.0,2006,11,47231070
292,Eragon,Fantasy,100000000.0,104.0,2006,12,249288105
297,Blood Diamond,Drama,100000000.0,143.0,2006,12,170877916
395,The Holiday,Comedy,85000000.0,136.0,2006,12,194168700
431,Charlotte's Web,Comedy,85000000.0,97.0,2006,12,144000000
488,Arthur and the Invisibles,Adventure,86000000.0,94.0,2006,12,107944236
526,Dreamgirls,Drama,70000000.0,134.0,2006,12,154937680
663,We Are Marshall,Drama,65000000.0,124.0,2006,12,43545364
687,300,Action,65000000.0,117.0,2006,12,422610419
824,The Pursuit of Happyness,Drama,55000000.0,117.0,2006,12,307077295
1095,Curse of the Golden Flower,Action,110.0,114.0,2006,12,0
1199,Apocalypto,Action,40000000.0,139.0,2006,12,120175290
1406,The Nativity Story,Drama,35000000.0,101.0,2006,12,0
1523,The Good German,,32000000.0,108.0,2006,12,5914908
1668,Miss Potter,Drama,30000000.0,92.0,2006,12,35078241
1748,Notes on a Scandal,Drama,15000000.0,92.0,2006,12,49469904
1898,Unaccompanied Minors,Comedy,26000000.0,90.0,2006,12,0
1960,Rocky Balboa,Drama,24000000.0,102.0,2006,12,155721132
217,Ghost Rider,Thriller,110000000.0,114.0,2007,2,228738393
970,Hannibal Rising,Crime,50000000.0,121.0,2007,2,82169884
1216,Music and Lyrics,Comedy,40000000.0,96.0,2007,2,145896422
1292,Because I Said So,Comedy,,102.0,2007,2,69485490
1508,The Number 23,Thriller,30000000.0,101.0,2007,2,77566815
1518,Dragon Wars: D-War,Fantasy,70000000.0,90.0,2007,2,53587404
1639,88 Minutes,Crime,30000000.0,108.0,2007,2,16930884
1677,Goodbye Bafana,,30000000.0,140.0,2007,2,0
1841,Bridge to Terabithia,Adventure,60000000.0,96.0,2007,2,137587063
421,Zodiac,Crime,65000000.0,157.0,2007,3,84785914
685,Blades of Glory,Action,53000000.0,93.0,2007,3,0
691,Wild Hogs,Action,,100.0,2007,3,253625427
741,Shooter,Action,61000000.0,124.0,2007,3,95696996
1382,TMNT,Adventure,34000000.0,90.0,2007,3,95608995
1871,Mr. Bean's Holiday,,25000000.0,90.0,2007,3,229736344
627,The Last Legion,Action,67000000.0,102.0,2007,4,25303038
880,Grindhouse,Thriller,67000000.0,191.0,2007,4,25037897
1242,The Reaping,Horror,40000000.0,99.0,2007,4,62771059
1275,Sunshine,Science Fiction,50000000.0,107.0,2007,4,32017803
1280,Disturbia,Thriller,20000000.0,105.0,2007,4,117760134
1,Pirates of the Caribbean: At World's End,Adventure,300000000.0,169.0,2007,5,961000000
5,Spider-Man 3,Fantasy,258000000.0,139.0,2007,5,890871626
106,Shrek the Third,Fantasy,160000000.0,93.0,2007,5,798958165
882,Lucky You,Drama,,124.0,2007,5,5761917
1728,We Own the Night,Drama,21000000.0,117.0,2007,5,54926886
73,Evan Almighty,Fantasy,175000000.0,96.0,2007,6,173000000
111,Transformers,Adventure,150000000.0,144.0,2007,6,709709780
113,Harry Potter and the Order of the Phoenix,Adventure,150000000.0,138.0,2007,6,938212738
118,Ratatouille,Animation,150000000.0,111.0,2007,6,623722818
215,Fantastic 4: Rise of the Silver Surfer,Adventure,130000000.0,92.0,2007,6,289047763
261,Live Free or Die Hard,Action,110000000.0,128.0,2007,6,383531464
318,Surf's Up,Animation,85000000.0,85.0,2007,6,149044513
398,Ocean's Thirteen,Crime,85000000.0,122.0,2007,6,311312624
1744,Knocked Up,Comedy,30000000.0,129.0,2007,6,219076518
516,Hairspray,,50000000.0,117.0,2007,7,90450008
558,The Simpsons Movie,Animation,75000000.0,87.0,2007,7,527068851
1391,License to Wed,Comedy,35000000.0,91.0,2007,7,69307224
1719,No Reservations,Comedy,28000000.0,104.0,2007,7,92601050
58,Rush Hour 3,Action,140000000.0,91.0,2007,8,258022233
180,The Bourne Ultimatum,Action,70000000.0,115.0,2007,8,442824138
502,The Invasion,Science Fiction,80000000.0,99.0,2007,8,15071514
553,The Kingdom,Thriller,70000000.0,110.0,2007,8,86658558
591,Stardust,Adventure,70000000.0,127.0,2007,8,135560026
1590,Atonement,Drama,30000000.0,123.0,2007,8,129266061
1894,War,Action,25000000.0,103.0,2007,8,40452643
1910,Hot Rod,Action,,88.0,2007,8,14334401
853,Elizabeth: The Golden Age,Drama,55000000.0,114.0,2007,9,74237563
983,Eastern Promises,Thriller,51500000.0,100.0,2007,9,55112356
1019,3:10 to Yuma,,55000000.0,122.0,2007,9,70016220
1070,Resident Evil: Extinction,Horror,45000000.0,94.0,2007,9,148412065
1080,Across the Universe,Adventure,,133.0,2007,9,0
1282,The Hunting Party,Action,,101.0,2007,9,0
1671,The Assassination of Jesse James by the Coward Robert Ford,Action,30000000.0,160.0,2007,9,14711793
1749,Rendition,Drama,27500000.0,120.0,2007,9,24748670
1867,Good Luck Chuck,Comedy,25000000.0,101.0,2007,9,59192128
136,Bee Movie,,150000000.0,91.0,2007,10,287594577
1098,Love in the Time of Cholera,Drama,45000000.0,139.0,2007,10,4607608
1439,Lions for Lambs,Action,35000000.0,92.0,2007,10,63215872
1604,30 Days of Night,Horror,30000000.0,113.0,2007,10,75505973
151,Beowulf,Adventure,70000000.0,115.0,2007,11,195735876
281,American Gangster,Drama,100000000.0,157.0,2007,11,266465037
391,Enchanted,Comedy,85000000.0,107.0,2007,11,340487652
784,In the Name of the King: A Dungeon Siege Tale,Adventure,60000000.0,127.0,2007,11,0
1588,P.S. I Love You,Drama,30000000.0,126.0,2007,11,156835339
1768,Martian Child,Drama,,106.0,2007,11,0
1829,No Country for Old Men,Crime,25000000.0,122.0,2007,11,171600000
1874,August Rush,Drama,25000000.0,114.0,2007,11,66122026
23,The Golden Compass,Adventure,180000000.0,113.0,2007,12,372234864
116,I Am Legend,Drama,150000000.0,101.0,2007,12,585349010
524,Charlie Wilson's War,Comedy,75000000.0,102.0,2007,12,119000410
810,Alvin and the Chipmunks,Comedy,60000000.0,92.0,2007,12,361366633
1048,The Bucket List,Drama,45000000.0,97.0,2007,12,175372502
1213,Aliens vs Predator: Requiem,Fantasy,40000000.0,94.0,2007,12,41797066
1284,The Warlords,Action,40000000.0,126.0,2007,12,0
1324,Virgin Territory,Adventure,38000000.0,93.0,2007,12,5410749
1441,Walk Hard: The Dewey Cox Story,Comedy,35000000.0,96.0,2007,12,18317151
1855,There Will Be Blood,Drama,25000000.0,158.0,2007,12,77208711
235,Asterix at the Olympic Games,Fantasy,97250400.0,116.0,2008,1,132900000
849,Changeling,Crime,55000000.0,141.0,2008,1,113020255
1413,Untraceable,Drama,35000000.0,101.0,2008,1,32483410
1560,27 Dresses,Comedy,30000000.0,111.0,2008,1,160259319
1606,Meet the Spartans,Comedy,30000000.0,84.0,2008,1,84646831
1826,Cloverfield,Action,25000000.0,85.0,2008,1,170764026
336,The Spiderwick Chronicles,Adventure,90000000.0,95.0,2008,2,162839667
419,Jumper,Adventure,85000000.0,88.0,2008,2,222231186
551,Fool's Gold,Romance,70000000.0,112.0,2008,2,111231041
847,Semi-Pro,Comedy,,91.0,2008,2,33472850
1178,Vantage Point,Drama,40000000.0,90.0,2008,2,151161491
1240,The Other Boleyn Girl,Drama,35000000.0,115.0,2008,2,0
1703,Role Models,Comedy,28000000.0,99.0,2008,2,92380927
1746,Welcome Home Roscoe Jenkins,Comedy,35000000.0,114.0,2008,2,43650785
1815,Taken,Action,25000000.0,93.0,2008,2,226830568
795,Leatherheads,Comedy,58000000.0,114.0,2008,3,41299492
1228,Drillbit Taylor,Comedy,40000000.0,102.0,2008,3,0
1370,21,Drama,35000000.0,123.0,2008,3,69823199
1428,Superhero Movie,Action,35000000.0,85.0,2008,3,25871834
1491,Doomsday,Action,30000000.0,108.0,2008,3,22211426
1923,Stop-Loss,Drama,25000000.0,113.0,2008,3,11207130
68,Iron Man,Action,140000000.0,126.0,2008,4,585174222
836,The Forbidden Kingdom,Action,55000000.0,104.0,2008,4,127906624
1331,Nim's Island,Adventure,37000000.0,96.0,2008,4,100076342
1572,Forgetting Sarah Marshall,Comedy,30000000.0,111.0,2008,4,105173115
1574,Baby Mama,Comedy,30000000.0,99.0,2008,4,63833449
1903,The Ruins,Drama,8000000.0,91.0,2008,4,0
15,The Chronicles of Narnia: Prince Caspian,Adventure,225000000.0,150.0,2008,5,419651413
53,Indiana Jones and the Kingdom of the Crystal Skull,Adventure,185000000.0,122.0,2008,5,786636033
225,Speed Racer,Action,120000000.0,135.0,2008,5,93945766
1207,Made of Honor,Comedy,40000000.0,101.0,2008,5,84601681
1938,Blindness,Drama,25000000.0,121.0,2008,5,19844979
57,WALL·E,Animation,180000000.0,98.0,2008,6,521311860
174,The Incredible Hulk,Science Fiction,150000000.0,114.0,2008,6,163712074
181,Kung Fu Panda,Adventure,130000000.0,90.0,2008,6,631744560
361,You Don't Mess with the Zohan,Comedy,90000000.0,113.0,2008,6,201596308
437,Get Smart,Action,80000000.0,110.0,2008,6,230685453
512,Wanted,Action,75000000.0,110.0,2008,6,258270008
682,The Love Guru,Comedy,62000000.0,87.0,2008,6,41819064
723,The Happening,Thriller,60000000.0,91.0,2008,6,163403799
65,The Dark Knight,Drama,185000000.0,152.0,2008,7,1004558444
71,The Mummy: Tomb of the Dragon Emperor,Adventure,145000000.0,112.0,2008,7,401128639
115,Hancock,Fantasy,150000000.0,92.0,2008,7,624029371
420,Hellboy II: The Golden Army,Adventure,85000000.0,120.0,2008,7,160388063
639,Step Brothers,Comedy,65000000.0,98.0,2008,7,128107642
778,Meet Dave,Comedy,60000000.0,90.0,2008,7,50650079
