,title,genre,budget,runtime,year,month,revenue
775,Supernova,Horror,90000000.0,91.0,2000,1,14828081.0
776,Winter's Tale,Drama,60000000.0,118.0,2014,2,30800231.0
777,The Mortal Instruments: City of Bones,Action,60000000.0,130.0,2013,8,90565421.0
778,Meet Dave,Comedy,60000000.0,90.0,2008,7,50650079.0
779,Dark Water,Drama,30000000.0,105.0,2005,6,25473093.0
780,Edtv,Comedy,80000000.0,122.0,1999,3,
781,Inkheart,Adventure,60000000.0,106.0,2008,12,57490374.0
782,The Spirit,Action,60000000.0,103.0,2008,12,39031337.0
783,Mortdecai,Comedy,60000000.0,106.0,2015,1,30418560.0
784,In the Name of the King: A Dungeon Siege Tale,Adventure,60000000.0,127.0,2007,11,
785,Beyond Borders,Drama,35000000.0,127.0,2003,10,
786,The Monkey King 2,Action,68490000.0,120.0,2016,1,193677158.0
787,The Great Raid,Action,80000000.0,132.0,2005,8,10166502.0
788,Deadpool,Action,58000000.0,108.0,2016,2,783112979.0
789,Holy Man,Drama,60000000.0,114.0,1998,10,
790,American Sniper,NA,58800000.0,133.0,2014,12,542307423.0
791,Goosebumps,Adventure,58000000.0,103.0,2015,8,158162788.0
792,Just Like Heaven,Comedy,58000000.0,95.0,2005,9,102854431.0
793,The Flintstones in Viva Rock Vegas,Science Fiction,83000000.0,90.0,2000,4,59468275.0
794,Rambo III,Action,63000000.0,102.0,1988,5,189015611.0
795,Leatherheads,Comedy,58000000.0,114.0,2008,3,41299492.0
796,The Ridiculous 6,Comedy,60000000.0,119.0,2015,12,
797,Did You Hear About the Morgans?,Comedy,58000000.0,103.0,2009,12,85280250.0
798,The Internship,Comedy,58000000.0,119.0,2013,6,44000000.0
799,Resident Evil: Afterlife,Action,60000000.0,97.0,2010,9,300228084.0
800,Red Tails,Drama,58000000.0,125.0,2012,1,50365377.0
801,The Devil's Advocate,Drama,57000000.0,144.0,1997,10,152944660.0
802,That's My Boy,Comedy,70000000.0,116.0,2012,6,58058367.0
803,DragonHeart,Fantasy,57000000.0,103.0,1996,5,115267375.0
804,After the Sunset,Action,60000000.0,97.0,2004,11,61347797.0
805,Ghost Rider: Spirit of Vengeance,Action,57000000.0,95.0,2011,12,149217355.0
806,Captain Corelli's Mandolin,Drama,57000000.0,131.0,2001,8,62112895.0
807,The Pacifier,Action,56000000.0,95.0,2005,3,113006880.0
808,Walking Tall,Adventure,56000000.0,86.0,2004,4,57223890.0
809,Forrest Gump,Comedy,55000000.0,142.0,1994,7,677945399.0
810,Alvin and the Chipmunks,Comedy,60000000.0,92.0,2007,12,361366633.0
811,Meet the Parents,Comedy,55000000.0,108.0,2000,10,330444045.0
812,Pocahontas,Adventure,55000000.0,81.0,1995,6,346079773.0
813,Superman,Action,55000000.0,143.0,1978,12,300218018.0
814,The Nutty Professor,Fantasy,54000000.0,95.0,1996,6,128769345.0
815,Hitch,Comedy,70000000.0,118.0,2005,2,368100420.0
816,George of the Jungle,Adventure,55000000.0,92.0,1997,7,
817,American Wedding,Comedy,55000000.0,103.0,2003,8,231449203.0
818,Captain Phillips,Action,55000000.0,134.0,2013,10,95000000.0
819,Date Night,Comedy,55000000.0,97.0,2010,4,152263880.0
820,Casper,Fantasy,50000000.0,100.0,1995,5,287928194.0
821,The Equalizer,Thriller,55000000.0,132.0,2014,9,192330738.0
822,Maid in Manhattan,Comedy,55000000.0,105.0,2002,12,154906693.0
823,Crimson Tide,Action,53000000.0,116.0,1995,5,157387195.0
824,The Pursuit of Happyness,Drama,55000000.0,117.0,2006,12,307077295.0
825,Flightplan,Thriller,55000000.0,98.0,2005,9,223387299.0
826,Disclosure,Drama,55000000.0,123.0,1994,12,214015089.0
827,City of Angels,Drama,55000000.0,114.0,1998,4,198685114.0
828,Kill Bill: Vol. 1,Action,30000000.0,111.0,2003,10,180949000.0
829,Bowfinger,Comedy,55000000.0,97.0,1999,8,
830,Kill Bill: Vol. 2,Action,30000000.0,136.0,2004,4,152159461.0
831,Tango & Cash,Action,55000000.0,104.0,1989,12,63408614.0
832,Death Becomes Her,Fantasy,55000000.0,104.0,1992,7,149022650.0
833,Shanghai Noon,Adventure,55000000.0,110.0,2000,5,56932305.0
834,Executive Decision,Action,55000000.0,133.0,1996,3,121969216.0
835,Mr. Popper's Penguins,Comedy,55000000.0,94.0,2011,6,187361754.0
836,The Forbidden Kingdom,Action,55000000.0,104.0,2008,4,127906624.0
837,Free Birds,Animation,55000000.0,91.0,2013,10,110000000.0
838,Alien³,Science Fiction,50000000.0,114.0,1992,5,159773545.0
839,Evita,NA,55000000.0,134.0,1996,12,141047179.0
840,Ronin,Action,55000000.0,122.0,1998,9,41610884.0
841,The Ghost and the Darkness,Adventure,50000000.0,109.0,1996,10,75000000.0
842,Paddington,NA,55000000.0,95.0,2014,11,259207227.0
843,The Watch,Comedy,68000000.0,98.0,2012,7,68267862.0
844,The Hunted,Drama,55000000.0,94.0,2003,3,34234008.0
845,Instinct,Drama,80000000.0,126.0,1999,6,
846,Stuck on You,Comedy,55000000.0,118.0,2003,12,33828318.0
847,Semi-Pro,Comedy,,91.0,2008,2,33472850.0
848,The Pirates! In an Adventure with Scientists!,Animation,60000000.0,88.0,2012,3,118338361.0
849,Changeling,Crime,55000000.0,141.0,2008,1,113020255.0
850,Chain Reaction,Action,50000000.0,107.0,1996,8,60209334.0
851,The Fan,Drama,55000000.0,116.0,1996,8,18626419.0
852,The Phantom of the Opera,Thriller,70000000.0,143.0,2004,12,154648887.0
853,Elizabeth: The Golden Age,Drama,55000000.0,114.0,2007,9,74237563.0
854,Æon Flux,Action,62000000.0,93.0,2005,11,52304001.0
855,Gods and Generals,Drama,56000000.0,214.0,2003,2,12923936.0
856,Turbulence,Action,55000000.0,100.0,1997,1,11466088.0
857,Imagine That,Comedy,55000000.0,107.0,2009,6,
858,Muppets Most Wanted,Comedy,50000000.0,112.0,2014,3,80383290.0
859,Thunderbirds,Action,57000000.0,95.0,2004,7,28283637.0
860,Burlesque,Drama,55000000.0,119.0,2010,11,89519773.0
861,A Very Long Engagement,Drama,47000000.0,133.0,2004,10,
862,Lolita,Drama,2000000.0,153.0,1962,6,9250000.0
863,D-Tox,Action,55000000.0,96.0,2002,1,6416302.0
864,Blade II,Fantasy,54000000.0,117.0,2002,3,155010032.0
865,Seven Pounds,Drama,55000000.0,123.0,2008,12,168167691.0
866,Bullet to the Head,Action,55000000.0,92.0,2013,1,9489829.0
867,The Godfather: Part III,Crime,54000000.0,162.0,1990,12,136766062.0
868,Elizabethtown,Comedy,57000000.0,123.0,2005,10,52034889.0
869,"You, Me and Dupree",Comedy,54000000.0,108.0,2006,7,130431368.0
870,Superman II,Action,54000000.0,127.0,1980,12,190458706.0
871,Gigli,Drama,54000000.0,121.0,2003,8,7266209.0
872,All the King's Men,Drama,55000000.0,125.0,2006,9,9450897.0
873,Shaft,Action,46000000.0,99.0,2000,6,107196498.0
874,Anastasia,Animation,53000000.0,94.0,1997,11,139804348.0
875,Moulin Rouge!,Drama,52500000.0,127.0,2001,3,179213434.0
876,Domestic Disturbance,NA,75000000.0,89.0,2001,10,54249294.0
877,Black Mass,Crime,53000000.0,122.0,2015,9,98837872.0
878,Flags of Our Fathers,NA,90000000.0,132.0,2006,10,65900249.0
879,Law Abiding Citizen,Drama,53000000.0,109.0,2009,10,126690726.0
880,Grindhouse,Thriller,67000000.0,191.0,2007,4,25037897.0
881,Beloved,Drama,,172.0,1998,10,
882,Lucky You,Drama,,124.0,2007,5,5761917.0
883,Catch Me If You Can,Drama,52000000.0,141.0,2002,12,352114312.0
884,Zero Dark Thirty,Thriller,40000000.0,157.0,2012,12,132820716.0
885,The Break-Up,Romance,52000000.0,106.0,2006,6,204999686.0
886,Mamma Mia!,Comedy,52000000.0,108.0,2008,7,609841637.0
887,Valentine's Day,Comedy,52000000.0,125.0,2010,2,216485654.0
888,The Dukes of Hazzard,Action,50000000.0,104.0,2005,8,110803676.0
889,The Thin Red Line,Drama,52000000.0,170.0,1998,12,98126565.0
890,The Change-Up,Comedy,52000000.0,112.0,2011,8,75450437.0
891,Man on the Moon,Comedy,82000000.0,118.0,1999,12,47434430.0
892,Casino,Drama,52000000.0,178.0,1995,11,116112375.0
893,From Paris with Love,Action,52000000.0,92.0,2010,2,52826594.0
894,Bulletproof Monk,Action,52000000.0,104.0,2003,3,
895,"Me, Myself & Irene",Comedy,51000000.0,116.0,2000,6,149270999.0
896,Barnyard,Animation,51000000.0,90.0,2006,8,72779000.0
897,Deck the Halls,Comedy,,93.0,2006,11,47231070.0
898,The Twilight Saga: New Moon,Adventure,50000000.0,130.0,2009,3,709827462.0
899,Shrek,Adventure,60000000.0,90.0,2001,5,484409218.0
900,The Adjustment Bureau,Science Fiction,50200000.0,106.0,2011,3,127869379.0
901,Robin Hood: Prince of Thieves,Adventure,48000000.0,143.0,1991,6,390493908.0
902,Jerry Maguire,Comedy,50000000.0,139.0,1996,12,273552592.0
903,Ted,Comedy,50000000.0,106.0,2012,6,549368315.0
904,As Good as It Gets,Comedy,50000000.0,139.0,1997,12,314178011.0
905,Patch Adams,Comedy,50000000.0,115.0,1998,12,202292902.0
906,Anchorman 2: The Legend Continues,Comedy,50000000.0,119.0,2013,12,173649015.0
907,Mr. Deeds,Comedy,50000000.0,96.0,2002,6,171269535.0
908,Super 8,Thriller,50000000.0,112.0,2011,6,260095987.0
909,Erin Brockovich,Drama,52000000.0,131.0,2000,3,256271286.0
910,How to Lose a Guy in 10 Days,Comedy,50000000.0,116.0,2003,2,177371441.0
911,22 Jump Street,Crime,50000000.0,112.0,2014,6,188441614.0
912,Interview with the Vampire,Horror,60000000.0,123.0,1994,11,223664608.0
913,Yes Man,Comedy,70000000.0,104.0,2008,12,225990978.0
914,Central Intelligence,Action,50000000.0,107.0,2016,6,216972543.0
915,Stepmom,Drama,,124.0,1998,12,
916,Daddy's Home,Comedy,50000000.0,96.0,2015,12,242786137.0
917,Into the Woods,Fantasy,50000000.0,125.0,2014,12,212902372.0
918,Inside Man,Crime,45000000.0,129.0,2006,3,184376254.0
919,Payback,Drama,90000000.0,100.0,1999,2,161626121.0
920,Congo,Action,50000000.0,109.0,1995,6,152022101.0
921,We Bought a Zoo,Drama,50000000.0,124.0,2011,12,120081841.0
922,Knowing,Action,50000000.0,121.0,2009,3,155446362.0
923,Failure to Launch,Comedy,50000000.0,97.0,2006,3,88715192.0
924,The Ring Two,Drama,50000000.0,110.0,2005,3,161451538.0
925,"Crazy, Stupid, Love.",Comedy,50000000.0,118.0,2011,7,142851197.0
926,Garfield,Animation,50000000.0,80.0,2004,6,200804534.0
927,Christmas with the Kranks,Comedy,60000000.0,99.0,2004,11,
928,Moneyball,Drama,50000000.0,133.0,2011,9,110206216.0
929,Outbreak,Action,50000000.0,127.0,1995,3,189859560.0
930,Non-Stop,Action,50000000.0,106.0,2014,1,222809600.0
931,Race to Witch Mountain,Adventure,50000000.0,98.0,2009,3,106303988.0
932,V for Vendetta,Action,54000000.0,132.0,2006,3,132511035.0
933,Shanghai Knights,Action,50000000.0,115.0,2003,2,88323487.0
934,Curious George,Adventure,50000000.0,86.0,2006,2,69834815.0
935,Herbie Fully Loaded,Comedy,50000000.0,101.0,2005,6,66002004.0
936,Don't Say a Word,Thriller,50000000.0,113.0,2001,9,100020092.0
937,Hansel & Gretel: Witch Hunters,Fantasy,50000000.0,88.0,2013,1,224803475.0
938,Unfaithful,Thriller,50000000.0,124.0,2002,5,119137784.0
939,I Am Number Four,Action,50000000.0,109.0,2011,2,144492830.0
940,Syriana,Drama,50000000.0,128.0,2005,11,94000000.0
941,13 Hours: The Secret Soldiers of Benghazi,Action,50000000.0,144.0,2016,1,69411370.0
942,The Book of Life,Romance,50000000.0,95.0,2014,10,97437106.0
943,Firewall,Thriller,45000000.0,105.0,2006,2,82800000.0
944,Absolute Power,Crime,50000000.0,121.0,1997,2,50068310.0
945,G.I. Jane,Action,50000000.0,125.0,1997,8,48169156.0
946,The Game,Drama,50000000.0,129.0,1997,9,109423648.0
947,Silent Hill,Horror,50000000.0,125.0,2006,4,97607453.0
948,The Replacements,Comedy,,118.0,2000,8,
949,American Reunion,Comedy,50000000.0,113.0,2012,4,234989584.0
950,The Negotiator,Action,50000000.0,140.0,1998,7,44547681.0
951,Into the Storm,Action,50000000.0,89.0,2014,8,160602194.0
952,Beverly Hills Cop III,Action,50000000.0,104.0,1994,5,119208989.0
953,Gremlins 2: The New Batch,Comedy,50000000.0,106.0,1990,6,41482207.0
954,The Judge,Drama,50000000.0,141.0,2014,10,83719388.0
955,The Peacemaker,Action,50000000.0,124.0,1997,9,
956,Resident Evil: Apocalypse,Horror,45000000.0,94.0,2004,9,129394835.0
957,Bridget Jones: The Edge of Reason,Comedy,50000000.0,108.0,2004,11,40203020.0
958,Out of Time,Thriller,50000000.0,105.0,2003,10,55495563.0
959,On Deadly Ground,Action,50000000.0,102.0,1994,2,49000000.0
960,The Adventures of Sharkboy and Lavagirl,Adventure,50000000.0,92.0,2005,6,69425966.0
961,The Beach,Drama,40000000.0,119.0,2000,2,144056873.0
962,Raising Helen,Drama,50000000.0,119.0,2004,5,49718611.0
963,Ninja Assassin,Action,40000000.0,99.0,2009,9,60462347.0
964,For Love of the Game,Drama,50000000.0,137.0,1999,9,
965,Striptease,Drama,50000000.0,115.0,1996,6,113309743.0
966,Marmaduke,NA,50000000.0,87.0,2010,6,83761844.0
967,Hereafter,Drama,50000000.0,129.0,2010,10,105197635.0
968,Murder by Numbers,Crime,50000000.0,120.0,2002,4,56714147.0
969,Assassins,Action,50000000.0,132.0,1995,10,30303072.0
970,Hannibal Rising,Crime,50000000.0,121.0,2007,2,82169884.0
971,The Story of Us,Comedy,50000000.0,95.0,1999,10,58900031.0
972,The Host,Action,44000000.0,125.0,2013,3,63327201.0
973,Basic,Action,50000000.0,98.0,2003,4,42792561.0
974,Blood Work,Crime,50000000.0,110.0,2002,8,26199517.0
975,The International,Drama,50000000.0,118.0,2009,2,60161391.0
976,Escape from L.A.,Action,50000000.0,97.0,1996,8,42277365.0
977,The Iron Giant,Adventure,70000000.0,86.0,1999,8,23159305.0
978,The Life Aquatic with Steve Zissou,Adventure,50000000.0,119.0,2004,12,34808403.0
979,Free State of Jones,NA,50000000.0,139.0,2016,6,25035950.0
980,The Life of David Gale,Drama,50000000.0,130.0,2003,2,38955598.0
981,Man of the House,Comedy,40000000.0,100.0,2005,2,
982,Run All Night,Action,50000000.0,114.0,2015,3,71561644.0
983,Eastern Promises,Thriller,51500000.0,100.0,2007,9,55112356.0
984,Into the Blue,Action,50000000.0,110.0,2005,9,44434439.0
985,The Messenger: The Story of Joan of Arc,Adventure,60000000.0,148.0,1999,10,66976317.0
986,Your Highness,Comedy,49900000.0,102.0,2011,4,26121638.0
987,Dream House,Drama,50000000.0,84.0,2011,9,38502340.0
988,Mad City,Action,50000000.0,114.0,1997,11,10541523.0
989,Baby's Day Out,Action,50000000.0,99.0,1994,7,16671505.0
990,The Scarlet Letter,Drama,50000000.0,135.0,1995,10,10382407.0
991,Fair Game,Drama,22000000.0,108.0,2010,5,24188922.0
992,Domino,Action,50000000.0,127.0,2005,9,22944502.0
993,Jade,Action,50000000.0,95.0,1995,10,9851610.0
994,Gamer,Action,50000000.0,95.0,2009,9,40828540.0
995,Beautiful Creatures,Fantasy,60000000.0,124.0,2013,2,60052138.0
996,Death to Smoochy,Comedy,55000000.0,109.0,2002,3,
997,Zoolander 2,Comedy,50000000.0,100.0,2016,2,55969000.0
998,The Big Bounce,Comedy,50000000.0,88.0,2004,1,6808550.0
999,What Planet Are You From?,Comedy,60000000.0,105.0,2000,3,
1000,Drive Angry,Fantasy,50000000.0,105.0,2011,2,28931401.0
1001,Street Fighter: The Legend of Chun-Li,Action,50000000.0,97.0,2009,2,12764201.0
1002,The One,Action,49000000.0,87.0,2001,11,72700000.0
1003,The Adventures of Ford Fairlane,Action,49000000.0,104.0,1990,7,20423389.0
1004,The Boat That Rocked,Drama,50000000.0,116.0,2009,4,36348784.0
1005,Traffic,Thriller,48000000.0,147.0,2000,12,207515725.0
1006,Indiana Jones and the Last Crusade,Adventure,48000000.0,127.0,1989,5,474171806.0
1007,Anna Karenina,Drama,,130.0,2012,9,68929150.0
1008,Chappie,Crime,49000000.0,120.0,2015,3,104399548.0
1009,The Bone Collector,Drama,73000000.0,118.0,1999,11,151493655.0
1010,Panic Room,Crime,48000000.0,111.0,2002,3,196397415.0
1011,The Tooth Fairy,Horror,,113.2675,2006,8,
1012,Three Kings,Action,75000000.0,114.0,1999,9,108000000.0
1013,Child 44,Crime,50000000.0,137.0,2015,3,3324330.0
1014,Rat Race,Adventure,48000000.0,112.0,2001,7,85498534.0
1015,K-PAX,Drama,48000000.0,120.0,2001,10,50315140.0
1016,Kate & Leopold,Comedy,,118.0,2001,12,
1017,Bedazzled,Fantasy,48000000.0,93.0,2000,10,90383208.0
1018,The Cotton Club,NA,58000000.0,127.0,1984,12,25928721.0
1019,3:10 to Yuma,NA,55000000.0,122.0,2007,9,70016220.0
1020,Taken 3,Thriller,48000000.0,109.0,2014,12,325771424.0
1021,Out of Sight,Romance,48000000.0,123.0,1998,6,77745568.0
1022,The Cable Guy,Comedy,47000000.0,96.0,1996,6,102825796.0
1023,Earth,Drama,,101.0,1998,9,528972.0
1024,Dick Tracy,Adventure,47000000.0,103.0,1990,6,103738726.0
1025,The Thomas Crown Affair,Drama,48000000.0,113.0,1999,8,124305181.0
1026,Riding in Cars with Boys,Comedy,48000000.0,132.0,2001,10,35743308.0
1027,First Blood,Action,15000000.0,93.0,1982,10,125212904.0
1028,Solaris,Drama,,167.0,1972,3,
1029,Happily N'Ever After,Animation,47000000.0,75.0,2006,9,38085778.0
1030,Mary Reilly,Drama,47000000.0,104.0,1996,2,12379402.0
1031,My Best Friend's Wedding,Comedy,38000000.0,105.0,1997,6,299288605.0
1032,America's Sweethearts,Comedy,,102.0,2001,7,
1033,Insomnia,Crime,46000000.0,118.0,2002,5,113714830.0
1034,Star Trek: First Contact,Science Fiction,46000000.0,111.0,1996,11,150000000.0
1035,Jonah Hex,Action,47000000.0,80.0,2010,6,10539000.0
1036,Courage Under Fire,Drama,46000000.0,117.0,1996,7,100860818.0
1037,Liar Liar,Comedy,45000000.0,86.0,1997,3,181000000.0
1038,The Infiltrator,Crime,25000000.0,127.0,2016,7,15436808.0
1039,Inchon,Drama,46000000.0,140.0,1981,5,5200000.0
1040,The Flintstones,Fantasy,46000000.0,91.0,1994,5,341631208.0
1041,Taken 2,Action,45000000.0,91.0,2012,9,376141306.0
1042,Scary Movie 3,Comedy,48000000.0,84.0,2003,10,220673217.0
1043,Miss Congeniality,Comedy,45000000.0,111.0,2000,12,212000000.0
1044,Journey to the Center of the Earth,Action,45000000.0,93.0,2008,7,101702060.0
1045,The Princess Diaries 2: Royal Engagement,Comedy,40000000.0,113.0,2004,8,95149435.0
1046,The Pelican Brief,Drama,45000000.0,141.0,1993,12,195268056.0
1047,The Client,Drama,45000000.0,119.0,1994,7,117615211.0
1048,The Bucket List,Drama,45000000.0,97.0,2007,12,175372502.0
1049,Patriot Games,Drama,45000000.0,117.0,1992,6,178051587.0
1050,Monster-in-Law,Romance,43000000.0,101.0,2005,5,154749918.0
1051,Prisoners,Drama,46000000.0,153.0,2013,9,122126687.0
1052,Training Day,Action,45000000.0,122.0,2001,10,104876233.0
1053,Galaxy Quest,Comedy,45000000.0,102.0,1999,12,90683916.0
1054,Scary Movie 2,Comedy,45000000.0,83.0,2001,7,141220678.0
1055,The Muppets,Comedy,45000000.0,103.0,2011,11,165184237.0
1056,Blade,Horror,45000000.0,120.0,1998,8,131183530.0
1057,Coach Carter,Drama,30000000.0,136.0,2005,1,76669806.0
1058,Changing Lanes,Action,45000000.0,89.0,2002,4,94935764.0
1059,Anaconda,Adventure,45000000.0,89.0,1997,4,136885767.0
1060,Coyote Ugly,Comedy,45000000.0,100.0,2000,7,113916474.0
1061,Love Actually,Comedy,40000000.0,135.0,2003,9,244931766.0
1062,A Bug's Life,Adventure,120000000.0,95.0,1998,11,363258859.0
1063,From Hell,Horror,35000000.0,122.0,2001,10,74558115.0
1064,The Specialist,Action,45000000.0,110.0,1994,10,170362582.0
1065,Tin Cup,Comedy,45000000.0,135.0,1996,8,53854588.0
1066,"Yours, Mine and Ours",Comedy,,111.0,1968,4,
1067,Kicking & Screaming,Romance,45000000.0,95.0,2005,5,56070433.0
1068,The Hitchhiker's Guide to the Galaxy,Adventure,50000000.0,109.0,2005,1,104478416.0
1069,Fat Albert,Comedy,,93.0,2004,12,
1070,Resident Evil: Extinction,Horror,45000000.0,94.0,2007,9,148412065.0
1071,Blended,Comedy,40000000.0,117.0,2014,5,123494610.0
1072,Last Holiday,Adventure,45000000.0,112.0,2006,1,38399961.0
1073,The River Wild,Action,45000000.0,111.0,1994,9,
1074,The Indian in the Cupboard,Adventure,45000000.0,96.0,1995,7,
1075,Savages,Crime,45000000.0,131.0,2012,7,82966152.0
1076,Cellular,Action,25000000.0,94.0,2004,9,56422687.0
1077,Johnny English,Adventure,40000000.0,88.0,2003,4,160583018.0
1078,The Ant Bully,Fantasy,50000000.0,88.0,2006,7,55181129.0
1079,Dune,Action,40000000.0,137.0,1984,12,30925690.0
1080,Across the Universe,Adventure,,133.0,2007,9,
1081,Revolutionary Road,Drama,35000000.0,119.0,2008,12,75225693.0
1082,16 Blocks,Action,55000000.0,105.0,2006,3,65664721.0
1083,Babylon A.D.,Action,70000000.0,101.0,2008,8,72108608.0
1084,The Glimmer Man,Action,45000000.0,92.0,1996,10,
1085,Multiplicity,Comedy,45000000.0,117.0,1996,7,
1086,Aliens in the Attic,Adventure,45000000.0,86.0,2009,7,57881056.0
1087,The Pledge,Crime,35000000.0,123.0,2001,1,29400000.0
1088,The Producers,Comedy,45000000.0,134.0,2005,12,38058335.0
1089,The Phantom,Adventure,45000000.0,100.0,1996,6,17300889.0
1090,All the Pretty Horses,Drama,57000000.0,117.0,2000,12,
1091,Nixon,NA,44000000.0,192.0,1995,12,13681765.0
1092,The Ghost Writer,Thriller,45000000.0,128.0,2010,2,60222298.0
1093,Deep Rising,Adventure,45000000.0,106.0,1998,1,11203026.0
1094,Miracle at St. Anna,Drama,45000000.0,160.0,2008,9,9323833.0
1095,Curse of the Golden Flower,Action,,114.0,2006,12,
1096,Bangkok Dangerous,Action,45000000.0,99.0,2008,8,42487390.0
1097,Big Trouble,Action,40000000.0,85.0,2002,4,8493890.0
1098,Love in the Time of Cholera,Drama,45000000.0,139.0,2007,10,4607608.0
1099,Shadow Conspiracy,Action,45000000.0,103.0,1997,1,2154540.0
1100,Johnny English Reborn,Crime,45000000.0,101.0,2011,9,160078586.0
1101,Foodfight!,Animation,65000000.0,87.0,2012,6,
1102,Argo,Drama,44500000.0,120.0,2012,10,232324128.0
1103,The Fugitive,Adventure,44000000.0,130.0,1993,8,368875760.0
1104,The Bounty Hunter,Action,40000000.0,110.0,2010,3,136000000.0
1105,Sleepers,Crime,44000000.0,147.0,1996,10,165615285.0
1106,Rambo: First Blood Part II,Action,44000000.0,96.0,1985,5,300400432.0
1107,The Juror,Drama,44000000.0,118.0,1996,2,
1108,Pinocchio,Animation,2600000.0,88.0,1940,2,84300000.0
1109,Heaven's Gate,Action,44000000.0,219.0,1980,11,3484331.0
1110,Underworld: Evolution,Fantasy,50000000.0,106.0,2006,1,111340801.0
1111,Victor Frankenstein,Drama,40000000.0,109.0,2015,11,34227298.0
1112,Finding Forrester,Drama,43000000.0,136.0,2000,12,80049764.0
1113,28 Days,Comedy,43000000.0,103.0,2000,4,
1114,Unleashed,Action,45000000.0,103.0,2005,2,50871113.0
1115,The Sweetest Thing,Romance,43000000.0,84.0,2002,4,68696770.0
1116,The Firm,Drama,42000000.0,154.0,1993,6,270248367.0
1117,Charlie St. Cloud,Drama,44000000.0,99.0,2010,5,48190704.0
1118,The Mechanic,Action,40000000.0,93.0,2011,1,51070807.0
1119,21 Jump Street,Action,42000000.0,109.0,2012,3,201585328.0
1120,Notting Hill,Romance,42000000.0,124.0,1999,5,363889678.0
1121,Chicken Run,Animation,45000000.0,84.0,2000,6,224834564.0
1122,Along Came Polly,Comedy,42000000.0,90.0,2004,1,171963386.0
1123,Boomerang,Comedy,40000000.0,117.0,1992,6,70100000.0
1124,The Heat,Action,43000000.0,117.0,2013,6,158674180.0
1125,Cleopatra,Drama,31115000.0,248.0,1963,6,71000000.0
1126,Here Comes the Boom,Comedy,,105.0,2012,10,73100172.0
1127,High Crimes,Drama,42000000.0,115.0,2002,4,63781810.0
1128,The Mirror Has Two Faces,Comedy,42000000.0,126.0,1996,11,
1129,The Mothman Prophecies,Drama,32000000.0,119.0,2002,1,55157539.0
1130,Brüno,Comedy,42000000.0,83.0,2009,7,
1131,Licence to Kill,Adventure,32000000.0,133.0,1989,7,156167015.0
1132,Red Riding Hood,Fantasy,42000000.0,100.0,2011,3,89162162.0
1133,15 Minutes,Action,60000000.0,120.0,2001,3,56359980.0
1134,Super Mario Bros.,Adventure,48000000.0,104.0,1993,5,20915465.0
1135,Lord of War,Crime,42000000.0,122.0,2005,9,24127895.0
1136,Hero,Drama,31000000.0,99.0,2002,12,177394432.0
1137,One for the Money,Action,40000000.0,91.0,2012,1,36893721.0
1138,The Interview,Action,44000000.0,112.0,2014,12,12342632.0
1139,The Warrior's Way,Adventure,42000000.0,100.0,2010,12,11087569.0
1140,Micmacs,Action,33000000.0,100.0,2009,10,14000000.0
1141,8 Mile,Drama,41000000.0,110.0,2002,11,215000000.0
1142,Why I Did (Not) Eat My Father,Adventure,,100.0,2015,4,
1143,A Knight's Tale,Adventure,65000000.0,132.0,2001,5,117487473.0
1144,The Medallion,Thriller,41000000.0,88.0,2003,8,
1145,The Sixth Sense,NA,40000000.0,107.0,1999,8,672806292.0
1146,Man on a Ledge,Action,42000000.0,102.0,2012,1,46221189.0
1147,The Big Year,Comedy,41000000.0,100.0,2011,10,7448385.0
1148,The Karate Kid,Drama,8000000.0,126.0,1984,6,90815558.0
1149,American Hustle,Drama,40000000.0,138.0,2013,12,251171807.0
1150,The Proposal,Comedy,40000000.0,108.0,2009,6,317375031.0
1151,Double Jeopardy,Crime,70000000.0,105.0,1999,9,177841558.0
1152,Back to the Future Part II,Adventure,40000000.0,108.0,1989,11,332000000.0
1153,Lucy,Action,40000000.0,89.0,2014,7,126546825.0
1154,Fifty Shades of Grey,Drama,40000000.0,125.0,2015,2,571006128.0
1155,Spy Kids 3-D: Game Over,Action,38000000.0,84.0,2003,7,197011982.0
1156,A Time to Kill,Crime,40000000.0,149.0,1996,7,152266007.0
1157,Cheaper by the Dozen,Comedy,40000000.0,98.0,2003,12,190212113.0
1158,Lone Survivor,Action,40000000.0,121.0,2013,12,149295601.0
1159,A League of Their Own,Comedy,40000000.0,128.0,1992,7,107458785.0
1160,The Conjuring 2,Horror,40000000.0,134.0,2016,5,320170008.0
1161,The Social Network,Drama,40000000.0,120.0,2010,9,224920315.0
1162,He's Just Not That Into You,Comedy,40000000.0,129.0,2009,2,177259441.0
1163,Scary Movie 4,Comedy,45000000.0,83.0,2006,4,178262620.0
1164,Scream 3,Horror,40000000.0,116.0,2000,2,161834276.0
1165,Back to the Future Part III,Adventure,40000000.0,118.0,1990,5,244527583.0
1166,Get Hard,Comedy,40000000.0,100.0,2015,3,111811453.0
1167,Dracula,Romance,40000000.0,128.0,1992,11,215862692.0
1168,Julie & Julia,Romance,40000000.0,123.0,2009,8,129540499.0
1169,42,Drama,40000000.0,128.0,2013,4,95020213.0
1170,The Talented Mr. Ripley,Thriller,40000000.0,139.0,1999,12,128798265.0
1171,Dumb and Dumber To,Comedy,40000000.0,110.0,2014,11,169837010.0
1172,Eight Below,Adventure,40000000.0,120.0,2006,2,120455994.0
